Transaction_ID,Date,Client,Product,Category,Quantity,UnitPrice
3043,2020-01-21 23:44:56,Debbie Gonzales,Produto B,Marmitas,1,62.28
3044,2021-01-06 20:08:58,Robert Kaufman,Produto C,Pizzas,3,79.37
3045,2022-06-29 22:08:08,Christopher Jones,Produto C,Refrigerantes,3,51.89
3046,2020-11-11 15:25:27,Thomas Guerrero,,Lanches,2,44.9
3047,2022-04-03 15:37:30,Matthew Rodriguez,Produto B,Refrigerantes,5,56.75
3048,2020-09-13 08:30:32,Veronica Miller,Produto B,Pizzas,3,72.32
3049,2021-06-26 06:13:30,Wesley Hudson,Produto A,Refrigerantes,5,76.77
3050,2022-11-12 16:00:02,Briana Sanders,Produto F,Lanches,3,75.89
3051,2023-01-07 18:01:20,Lawrence Hudson,Produto F,Refrigerantes,1,78.16
3052,2023-11-28 08:00:26,Nicole Henry,Produto F,Lanches,3,20.66
3053,2023-02-09 19:05:09,Lynn Dudley,Produto E,Refrigerantes,5,70.22
3054,2022-05-10 03:33:42,Emily Jones,Produto B,Lanches,5,31.82
3055,2020-10-17 11:37:28,Holly Villa,Produto E,Marmitas,2,36.16
3056,2023-07-10 11:32:39,Andrea Thompson,Produto C,Marmitas,4,80.52
3057,2020-11-04 15:20:09,Mary Cooke,Produto D,Pizzas,4,46.67
3058,2023-12-25 03:32:58,Jerry Grant,Produto F,Marmitas,2,72.62
3059,2020-04-11 23:54:09,Tara Griffin,Produto F,Refrigerantes,3,40.35
3060,2020-09-15 22:46:19,John Simon,Produto A,Pizzas,4,44.59
3061,2021-07-05 01:01:47,Isabel Aguirre,Produto F,Lanches,1,97.71
3062,2020-06-19 20:51:38,Michael Howard,Produto E,Refrigerantes,4,54.9
3063,2023-09-02 21:01:10,Kelly Anderson,Produto A,Lanches,1,77.9
3064,2020-06-05 07:50:17,Madeline Diaz,,Pizzas,5,69.93
3065,2021-05-12 07:17:23,Crystal Mitchell,Produto F,Refrigerantes,5,36.28
3066,2022-05-31 15:34:00,Daniel Jones,Produto D,Marmitas,4,78.4
3067,2023-07-04 05:11:27,Justin Donovan,Produto F,Marmitas,2,30.11
3068,2022-03-24 02:24:40,Sharon Whitaker,Produto E,Pizzas,3,85.71
3069,2023-02-24 06:08:15,Rachel Walsh,Produto C,Pizzas,2,23.98
3070,2021-04-08 00:47:49,John Collins,Produto A,Pizzas,2,63.39
3071,2020-02-20 08:27:42,Kathryn Hardin,Produto A,Refrigerantes,1,50.82
3072,2021-04-14 06:56:16,Joseph Sherman,Produto F,Marmitas,2,14.52
3073,2022-04-30 19:29:39,Teresa Vazquez,Produto A,Refrigerantes,5,73.56
3074,2023-06-19 07:38:32,Holly Jenkins,Produto B,Pizzas,5,11.45
3075,2023-02-16 15:33:43,Sandra Torres,,Pizzas,2,61.39
3076,2021-05-02 12:01:09,Jessica Morris,,Pizzas,1,37.41
3077,2021-03-31 11:02:06,Steven Mcmillan,Produto A,Pizzas,4,57.19
3078,2023-07-27 15:38:00,Mario Chambers,Produto E,Marmitas,4,31.81
3079,2020-10-06 02:57:10,Stacy Palmer,Produto E,Pizzas,1,54.49
3080,2020-06-15 07:07:57,Phyllis Meyer,,Refrigerantes,5,95.25
3081,2023-04-17 16:11:38,Kristen Mccoy,Produto E,Lanches,3,21.06
3082,2023-01-18 21:26:44,Steven Simpson,Produto C,Refrigerantes,2,82.31
3083,2020-06-20 04:58:00,Christopher Simmons,,Marmitas,3,24.98
3084,2022-11-23 23:22:06,Jacqueline Fisher,Produto C,Pizzas,1,99.2
3085,2021-11-03 18:35:57,Daniel Griffin,Produto E,Refrigerantes,5,43.02
3086,2022-09-03 15:42:07,Sarah Howell,Produto F,Refrigerantes,4,89.0
3087,2021-01-19 19:19:53,Theresa Jordan,Produto C,Marmitas,1,65.31
3088,2023-06-29 13:33:55,Jason Travis,Produto A,Refrigerantes,3,76.53
3089,2020-12-16 22:21:22,Kaitlyn Stevenson,Produto A,Refrigerantes,2,58.38
3090,2024-01-08 16:54:50,Lori Jackson,Produto B,Refrigerantes,1,28.46
3091,2023-04-01 21:31:15,Jodi Mayer,Produto A,Pizzas,3,16.55
3092,2020-06-29 17:03:52,Scott Goodman,,Marmitas,5,24.17
3093,2021-12-21 22:25:52,Monica Hancock,Produto D,Refrigerantes,1,79.49
3094,2021-01-20 10:41:56,Juan Gibson,Produto F,Marmitas,3,28.53
3095,2023-10-08 07:26:13,Dean Calhoun,Produto A,Marmitas,1,58.17
3096,2023-08-24 12:35:08,Amanda Harris,Produto C,Lanches,1,17.0
3097,2023-06-22 12:49:36,Michael Novak,Produto D,Marmitas,4,14.63
3098,2020-09-05 21:37:23,Frank Smith,Produto A,Marmitas,2,60.62
3099,2021-06-25 13:29:19,Karen Reed,,Refrigerantes,4,55.04
3100,2023-05-08 15:20:57,Jerry Grant,Produto B,Pizzas,4,57.66
3101,2021-01-08 11:54:18,Melissa Mueller,Produto E,Marmitas,5,83.19
3102,2021-09-13 19:02:32,William Conner,Produto C,Pizzas,4,23.1
3103,2021-04-04 14:44:30,Anna Hernandez,Produto B,Marmitas,4,12.9
3104,2020-12-26 05:05:03,Stephen Oliver,Produto C,Pizzas,3,93.33
3105,2023-09-07 05:43:39,Christopher Mosley,Produto D,Refrigerantes,4,52.12
3106,2020-11-09 15:52:36,Andrew Garcia,,Lanches,2,51.33
3107,2022-08-15 15:28:31,Paul Gibson,Produto A,Lanches,5,55.96
3108,2023-04-08 06:47:35,Alison Wilcox,Produto B,Refrigerantes,5,25.32
3109,2021-06-16 00:54:56,Matthew Horton,Produto D,Pizzas,1,73.36
3110,2023-03-24 01:03:31,Jonathan Cherry,Produto A,Refrigerantes,5,32.62
3111,2021-10-19 20:10:37,Shane Garcia,Produto C,Pizzas,4,27.29
3112,2022-02-27 16:56:49,Autumn Rogers,Produto C,Refrigerantes,5,70.79
3113,2020-02-10 09:26:43,Wendy Smith,Produto A,Lanches,4,84.86
3114,2022-03-28 22:35:48,Mark Moody,Produto A,Pizzas,2,65.35
3115,2021-10-02 15:28:40,Anita Carter,Produto D,Pizzas,3,10.16
3116,2022-10-23 16:02:26,Gerald Scott,Produto A,Refrigerantes,1,52.49
3117,2020-01-04 09:46:51,Willie Mercer,Produto D,Refrigerantes,1,23.77
3118,2020-12-31 15:33:55,Kari Mitchell,Produto A,Refrigerantes,1,37.93
3119,2020-03-22 08:51:12,Mark Davis,,Lanches,5,16.04
3120,2022-07-13 07:12:54,Eric Diaz,,Lanches,5,32.85
3121,2020-03-05 16:29:21,Beth Marshall,Produto F,Lanches,5,22.63
3122,2023-01-06 13:08:37,Carla Hall,Produto F,Refrigerantes,3,96.07
3123,2020-04-06 21:27:28,Melissa Ward,Produto F,Lanches,3,52.82
3124,2021-01-16 13:45:05,Karen West,Produto A,Pizzas,3,31.05
3125,2022-01-26 10:55:13,Gregory Brown,Produto C,Lanches,1,46.42
3126,2021-06-09 03:07:34,James Gibson,Produto A,Marmitas,4,70.44
3127,2021-06-19 09:38:51,Tonya Johnson,Produto F,Marmitas,4,69.26
3128,2022-03-03 18:51:44,Kara Christensen,Produto D,Lanches,2,55.79
3129,2023-08-14 23:56:39,Troy Duffy,Produto C,Pizzas,1,13.57
3130,2022-06-24 07:14:55,Rhonda Hudson,,Marmitas,2,83.47
3131,2020-09-24 22:41:20,Scott Gardner,Produto F,Lanches,2,87.93
3132,2020-06-17 09:55:35,Brenda Pratt,Produto A,Lanches,1,68.51
3133,2020-10-18 16:33:07,Jennifer Goodman,Produto F,Pizzas,3,16.73
3134,2023-10-07 05:24:54,John Robinson,Produto D,Refrigerantes,4,98.09
3135,2023-12-05 08:18:40,Scott Gardner,Produto A,Refrigerantes,4,86.13
3136,2022-07-22 02:31:37,Tami Hunter,Produto B,Refrigerantes,2,54.29
3137,2020-04-01 11:54:14,Samantha Davis,Produto D,Refrigerantes,1,81.93
3138,2021-10-27 13:29:57,Kathy Davidson,Produto C,Refrigerantes,3,92.57
3139,2021-03-10 01:19:22,Alyssa Roberts,Produto E,Refrigerantes,3,13.36
3140,2020-08-18 00:00:45,Joseph Dunn,Produto F,Marmitas,2,89.18
3141,2023-11-10 13:28:11,David Conrad,Produto E,Marmitas,2,39.03
3142,2021-05-18 14:35:10,Ricky Bryant,Produto A,Lanches,1,53.21
3143,2020-04-27 11:58:16,Kristen Smith,Produto C,Marmitas,3,62.49
3144,2023-01-08 01:37:32,Emily Williams,Produto E,Marmitas,5,57.26
3145,2022-02-09 13:53:28,Shannon Alvarado,Produto A,Refrigerantes,4,80.36
3146,2022-08-18 02:57:15,Brooke Swanson,Produto F,Lanches,4,33.15
3147,2020-07-08 10:19:48,Christina Griffin,Produto B,Pizzas,1,87.12
3148,2022-04-05 04:25:53,Roberto Montoya,Produto A,Marmitas,3,18.06
3149,2022-09-21 09:20:36,Stacy Schmidt,Produto C,Lanches,2,96.88
3150,2023-01-11 06:21:12,Aaron Rogers,Produto E,Refrigerantes,5,56.63
3151,2023-11-07 22:46:09,Craig Smith,Produto B,Marmitas,4,71.03
3152,2023-05-26 02:02:36,Patty Burke,Produto D,Pizzas,1,83.75
3153,2021-06-16 17:50:05,Summer Shepherd,Produto B,Lanches,1,54.0
3154,2020-09-04 15:30:54,Eric Aguilar MD,Produto C,Refrigerantes,5,90.81
3155,2021-11-28 17:13:44,Chelsea Weber,Produto C,Marmitas,5,41.07
3156,2023-10-31 17:27:33,Paul Wilson,Produto A,Refrigerantes,2,85.01
3157,2023-10-27 10:07:06,Molly Morgan,Produto F,Pizzas,5,25.03
3158,2020-07-11 13:24:02,Calvin White,Produto E,Refrigerantes,3,41.13
3159,2023-06-06 07:03:28,Don Davis,Produto C,Lanches,5,37.36
3160,2022-08-28 18:22:40,Kristin Jones,Produto C,Pizzas,3,65.01
3161,2021-02-05 22:47:00,Sandra Lawson,Produto C,Marmitas,3,24.36
3162,2022-03-24 08:09:10,Erica Robertson,Produto B,Lanches,5,25.38
3163,2023-07-01 00:17:49,Matthew Vega,Produto D,Lanches,2,19.56
3164,2021-01-04 14:21:48,Robert Cortez,Produto E,Pizzas,1,18.15
3165,2021-02-26 14:21:26,Dr. Diane Huber,Produto A,Marmitas,3,95.03
3166,2021-12-11 09:57:58,Larry Anderson,Produto B,Marmitas,5,68.35
3167,2020-03-21 10:31:34,Danielle Moore,Produto F,Refrigerantes,3,27.69
3168,2023-11-04 00:29:15,Mark Le,Produto F,Lanches,3,98.17
3169,2021-10-13 03:23:40,David King,Produto F,Pizzas,5,15.24
3170,2021-11-23 18:14:29,Kelly Huynh,Produto F,Lanches,4,41.98
3171,2022-05-29 13:31:47,Kenneth Hogan,Produto F,Pizzas,3,46.81
3172,2022-07-31 03:52:23,Yolanda Ingram,Produto F,Lanches,2,99.38
3173,2022-07-25 15:54:02,Timothy Terrell,Produto A,Marmitas,2,24.25
3174,2020-03-18 01:19:53,Jacqueline Taylor,Produto F,Marmitas,1,49.24
3175,2022-12-17 01:24:33,Mark Kaiser,Produto A,Marmitas,3,97.16
3176,2022-07-18 05:15:45,Denise Thomas,Produto E,Refrigerantes,3,22.26
3177,2020-10-14 09:14:43,Robert Shaw,Produto F,Lanches,5,49.0
3178,2023-10-04 15:37:41,Tracey Miller,Produto A,Pizzas,1,56.83
3179,2022-01-24 19:04:29,Allen Ryan,Produto C,Refrigerantes,5,24.98
3180,2022-05-31 08:22:58,Michael Ross,Produto C,Lanches,4,84.57
3181,2022-02-18 01:12:06,Michael Miller,Produto C,Marmitas,3,28.77
3182,2020-06-08 13:43:09,Jason Holt,Produto A,Marmitas,3,52.41
3183,2022-05-22 17:11:44,Mr. Marcus Evans MD,Produto F,Marmitas,4,37.98
3184,2023-05-08 16:30:25,Christy Chapman,Produto F,Pizzas,3,17.16
3185,2020-01-30 18:53:09,Keith Wood,Produto E,Refrigerantes,4,99.57
3186,2023-11-07 16:31:19,Lisa Smith,Produto C,Lanches,2,85.17
3187,2021-06-13 19:17:29,William Campbell,Produto D,Marmitas,2,28.9
3188,2022-08-12 10:58:51,Sarah White,Produto F,Marmitas,5,77.91
3189,2022-03-30 04:04:39,Jonathan Hatfield,Produto B,Lanches,5,69.08
3190,2022-06-18 12:44:55,Connor Miranda,Produto F,Pizzas,3,98.49
3191,2020-03-27 15:29:01,Jean Ellis,Produto C,Lanches,3,45.26
3192,2021-05-07 06:15:03,Kristin Brown,,Pizzas,1,77.91
3193,2023-05-27 07:43:07,Autumn Adams,Produto D,Marmitas,4,98.52
3194,2023-06-12 22:50:17,Kristina Kaufman,Produto B,Marmitas,2,76.01
3195,2020-10-28 08:05:52,Amber Hawkins,Produto F,Pizzas,4,89.52
3196,2020-04-16 14:30:56,Janice Jones,Produto F,Refrigerantes,1,55.64
3197,2021-06-12 12:11:10,Bryan Brown,Produto D,Lanches,4,34.23
3198,2021-10-05 20:51:36,Andrew Mitchell,Produto D,Refrigerantes,4,84.05
3199,2023-11-17 15:09:38,Craig Johnson,Produto B,Lanches,2,97.4
3200,2023-05-07 21:43:23,Katelyn Castro,Produto A,Refrigerantes,3,31.84
3201,2022-10-15 18:33:59,David Nunez,Produto A,Marmitas,2,74.27
3202,2021-10-10 11:28:02,Teresa Daniels,Produto C,Lanches,5,69.84
3203,2020-07-04 21:09:07,Ashley Davidson,Produto F,Refrigerantes,2,24.69
3204,2021-08-30 04:51:02,Jennifer Ramirez,,Refrigerantes,1,30.68
3205,2023-05-29 03:08:32,Beth Norris,Produto E,Refrigerantes,2,37.3
3206,2020-11-27 11:55:23,Cynthia Hess,Produto B,Pizzas,5,95.17
3207,2020-07-25 10:33:06,Brittney Lambert,Produto B,Pizzas,3,75.52
3208,2022-11-25 11:26:45,Eric Howard,Produto C,Marmitas,2,56.39
3209,2023-12-06 03:33:48,Robert Rose,Produto B,Refrigerantes,3,75.25
3210,2022-12-25 04:59:49,Elizabeth Gomez,Produto F,Marmitas,1,58.39
3211,2020-01-08 14:16:52,Kimberly Fleming,,Marmitas,3,91.99
3212,2023-10-26 08:44:46,Jennifer Ruiz,Produto B,Marmitas,1,70.13
3213,2023-10-18 14:19:46,Stephen Mitchell,Produto D,Refrigerantes,1,77.21
3214,2021-05-30 23:31:46,Nancy Bailey,Produto F,Refrigerantes,2,59.74
3215,2023-08-11 18:14:56,Jade Hanson,Produto B,Lanches,4,40.57
3216,2020-02-19 17:25:39,Kathy Smith,Produto E,Refrigerantes,4,87.71
3217,2022-09-20 17:44:02,Danny Chavez,Produto F,Pizzas,4,27.19
3218,2021-12-13 03:12:25,David Cannon,Produto C,Marmitas,3,53.06
3219,2023-04-28 19:23:37,Zachary Cook,,Refrigerantes,2,36.98
3220,2020-07-23 20:44:07,Sarah Brock,Produto F,Lanches,2,61.18
3221,2023-06-26 05:33:27,Sara Johnson,Produto F,Marmitas,3,72.53
3222,2021-08-02 05:19:15,Mary Lewis,Produto D,Refrigerantes,2,77.58
3223,2020-06-07 01:47:52,Lisa Smith,Produto E,Marmitas,3,84.44
3224,2023-12-15 22:03:17,Dr. Kristopher Shepherd,,Pizzas,4,93.64
3225,2021-01-05 02:59:01,Cassidy Butler,Produto D,Lanches,3,41.94
3226,2021-06-13 13:22:59,Tony Brooks,Produto A,Pizzas,5,62.6
3227,2022-01-04 17:43:25,Adam Salas,Produto C,Lanches,3,31.42
3228,2023-10-02 22:23:57,Timothy Reynolds,Produto B,Marmitas,2,53.35
3229,2022-12-07 08:58:20,Matthew Thompson,Produto F,Marmitas,5,41.23
3230,2022-05-19 17:38:44,Catherine Williams,Produto F,Pizzas,2,19.17
3231,2022-12-28 05:31:58,Yolanda Brown,Produto B,Refrigerantes,2,93.18
3232,2023-01-04 01:22:47,Sarah Reyes,Produto A,Pizzas,4,78.95
3233,2023-04-12 12:38:52,Wayne Giles,Produto D,Marmitas,2,11.99
3234,2023-04-30 11:58:59,Melissa Powers,,Pizzas,2,89.06
3235,2023-05-20 18:41:19,Ricardo Johnson,Produto E,Lanches,4,56.07
3236,2020-04-19 06:23:17,Stuart Davis,Produto C,Refrigerantes,2,62.3
3237,2020-10-15 02:47:53,Daniel Watson,,Refrigerantes,4,81.88
3238,2021-11-06 07:36:58,Seth Baker,Produto B,Lanches,4,71.37
3239,2020-09-20 02:14:12,Daniel Brandt,Produto B,Marmitas,3,81.17
3240,2023-04-25 05:45:32,Daniel Hurst,Produto E,Pizzas,5,70.1
3241,2020-11-23 22:26:05,Brad Collins,Produto F,Marmitas,4,81.05
3242,2023-03-28 00:37:16,Leah Estrada,Produto C,Refrigerantes,4,51.76
3243,2022-12-09 16:37:43,Karen Love,Produto D,Pizzas,5,45.53
3244,2023-08-08 03:47:54,Amber Cordova,Produto A,Lanches,5,14.03
3245,2022-01-18 12:39:49,Lisa Mack,,Marmitas,2,93.05
3246,2020-03-30 20:16:56,Victoria Pollard,Produto B,Lanches,4,35.03
3247,2022-06-17 20:32:20,Laura Douglas,Produto F,Pizzas,1,99.04
3248,2022-11-08 19:36:38,Erin Bullock,Produto B,Refrigerantes,5,31.35
3249,2023-12-11 08:52:09,Jacob Martin,Produto F,Lanches,2,62.44
3250,2020-09-17 10:11:30,Rebecca Jones,Produto D,Refrigerantes,3,90.52
3251,2021-04-09 20:41:23,Pamela Fletcher,Produto B,Marmitas,1,53.35
3252,2021-09-14 23:35:00,Paul Oliver,Produto E,Refrigerantes,4,23.71
3253,2022-03-12 22:57:54,Sarah Castaneda,Produto A,Marmitas,3,25.56
3254,2020-06-08 11:09:13,Seth Williams,Produto A,Refrigerantes,3,92.53
3255,2021-10-13 21:41:03,Laura Miranda,Produto F,Lanches,3,33.43
3256,2024-01-05 06:23:45,Elizabeth Thomas,Produto C,Lanches,4,35.83
3257,2023-12-19 23:43:05,Steven Snyder,Produto A,Lanches,3,28.83
3258,2021-05-10 09:44:51,Tyrone Ruiz,,Pizzas,2,89.54
3259,2022-04-30 06:27:40,Tamara Hodge,Produto B,Refrigerantes,1,73.12
3260,2023-05-20 22:27:23,Mr. Travis Mcbride,Produto E,Refrigerantes,5,24.82
3261,2022-02-23 11:03:30,Christopher Hess,Produto D,Pizzas,5,47.56
3262,2024-01-02 14:19:13,Angela Diaz,Produto E,Lanches,2,17.41
3263,2020-10-19 02:40:56,Kenneth Freeman,Produto B,Pizzas,3,33.37
3264,2022-05-30 19:51:59,Natasha Rogers,Produto D,Marmitas,3,46.63
3265,2023-09-26 00:22:33,Gregory Gallegos,Produto C,Refrigerantes,5,91.54
3266,2023-10-12 02:06:27,Ashley Pugh,Produto F,Pizzas,4,45.58
3267,2021-03-01 21:29:55,Mrs. Virginia Bailey,Produto D,Lanches,4,40.25
3268,2022-03-20 00:56:39,Donna Glover,Produto E,Lanches,4,94.98
3269,2021-01-22 23:13:50,Stephanie Moody,Produto F,Lanches,1,97.49
3270,2023-05-05 16:21:41,Cynthia Lewis,,Marmitas,1,30.57
3271,2021-11-25 03:06:56,Reginald Cox,,Marmitas,2,85.48
3272,2020-07-05 11:22:56,Carlos Taylor,,Lanches,3,67.86
3273,2023-10-02 17:01:48,Cassidy Butler,Produto D,Marmitas,5,78.59
3274,2023-02-24 03:40:10,Jennifer Hardy,Produto A,Lanches,1,13.4
3275,2021-03-06 19:54:58,Dale Watson,Produto E,Refrigerantes,4,45.32
3276,2021-01-26 14:43:20,Helen Dixon,Produto B,Marmitas,3,68.13
3277,2021-01-10 15:24:28,Julie Cooper,Produto C,Refrigerantes,2,87.22
3278,2021-07-23 18:39:50,Jesse Lloyd,Produto A,Pizzas,1,38.48
3279,2022-01-15 03:54:36,Justin Buchanan,Produto C,Pizzas,3,27.79
3280,2020-09-04 16:10:14,Michael Garcia,Produto F,Refrigerantes,1,94.54
3281,2021-02-20 14:34:21,Monica Werner,Produto C,Marmitas,2,19.86
3282,2020-10-26 14:11:10,Mark Taylor,Produto C,Marmitas,4,80.22
3283,2020-05-13 04:58:07,Thomas Sims,Produto C,Lanches,3,31.95
3284,2023-04-29 05:58:22,Kayla Brady,Produto C,Lanches,5,28.1
3285,2020-04-26 08:34:46,Kimberly Jacobs,Produto D,Pizzas,3,11.82
3286,2021-03-18 02:08:36,Mary Todd,Produto C,Pizzas,1,95.19
3287,2022-08-02 15:02:03,Shelby Gonzales,Produto C,Marmitas,1,54.02
3288,2022-09-10 20:56:16,John Robinson,,Pizzas,2,41.55
3289,2020-01-15 12:03:28,Brenda Pena,Produto E,Refrigerantes,4,43.06
3290,2023-02-25 07:07:13,Elaine Ward,Produto F,Lanches,3,98.85
3291,2022-10-03 10:00:25,Jennifer Moore,Produto D,Refrigerantes,2,46.01
3292,2020-05-19 01:32:37,Raymond Smith,,Lanches,3,78.73
3293,2020-03-19 11:15:54,Nancy Woodward,Produto F,Marmitas,1,21.66
3294,2021-09-21 15:34:35,Jonathan Hatfield,Produto E,Refrigerantes,2,41.57
3295,2023-01-03 08:55:49,Allison Moore,Produto B,Lanches,3,10.56
3296,2023-05-21 11:32:14,Jose Baker,Produto B,Marmitas,1,70.98
3297,2022-05-24 23:20:44,Miguel Reyes,Produto C,Lanches,3,46.35
3298,2022-12-22 20:31:03,Brian Perez,Produto F,Refrigerantes,3,14.53
3299,2021-05-14 19:27:20,Jose Burnett MD,Produto E,Refrigerantes,4,41.75
3300,2020-01-06 23:06:58,Michelle Brown,Produto A,Pizzas,3,38.72
3301,2023-09-28 14:11:40,Shawn Hamilton,Produto C,Refrigerantes,3,33.76
3302,2021-01-27 13:56:39,David Reyes,Produto E,Marmitas,2,76.55
3303,2021-11-09 17:57:48,Laura Douglas,,Pizzas,5,73.47
3304,2021-03-08 18:41:12,Kelly Reynolds,Produto A,Lanches,3,33.24
3305,2021-07-22 23:40:13,Benjamin Stone,Produto D,Refrigerantes,3,42.82
3306,2022-02-09 00:38:49,Daniel Carter,Produto A,Marmitas,1,97.62
3307,2020-11-07 22:09:22,Diana Morris,Produto B,Refrigerantes,4,64.02
3308,2022-04-07 09:34:25,Andrea Thompson,Produto B,Pizzas,3,38.41
3309,2023-09-01 20:59:33,Thomas Watts,Produto D,Pizzas,4,91.41
3310,2022-11-21 22:04:25,Deborah Barnett,Produto B,Marmitas,4,65.95
3311,2022-05-21 10:59:32,Joy Nelson,Produto F,Lanches,1,66.66
3312,2021-02-22 21:50:55,David Brown,Produto C,Lanches,5,85.35
3313,2020-07-22 09:54:50,Dr. Michelle Craig,Produto E,Marmitas,5,38.92
3314,2020-04-27 21:26:30,Katie Bailey,Produto B,Lanches,3,73.37
3315,2023-06-05 02:05:14,Kristy Francis MD,Produto A,Refrigerantes,2,99.29
3316,2023-12-29 06:14:30,Tammie Mitchell,Produto D,Pizzas,1,83.01
3317,2023-05-30 18:16:31,Daniel Reese,Produto C,Pizzas,3,97.59
3318,2022-04-13 06:24:15,David Campbell,Produto B,Marmitas,5,14.24
3319,2023-07-11 07:41:50,Lori Gregory,Produto C,Pizzas,4,99.33
3320,2021-09-01 18:35:33,Kristin Brown,Produto B,Lanches,3,90.79
3321,2023-07-09 02:03:23,Thomas Green,Produto B,Refrigerantes,2,93.7
3322,2020-01-29 05:46:32,Danielle Banks,Produto C,Marmitas,3,16.29
3323,2020-11-05 17:44:46,Jacob Yoder,Produto C,Refrigerantes,1,35.13
3324,2021-08-15 16:01:12,Shawn Martin,Produto C,Pizzas,3,30.52
3325,2023-02-16 04:08:19,Kevin Tran,,Lanches,5,67.57
3326,2020-07-27 04:55:02,Larry Anderson,Produto D,Lanches,2,30.98
3327,2023-04-08 02:46:22,Bryce Huffman,Produto A,Marmitas,1,25.1
3328,2020-01-31 07:45:48,Robert Smith,Produto D,Marmitas,5,56.16
3329,2021-11-27 17:13:29,Cynthia Williams,Produto F,Refrigerantes,2,11.32
3330,2023-05-18 03:52:18,Julie Hernandez,,Refrigerantes,5,96.4
3331,2021-04-27 18:02:34,April Holmes,Produto D,Refrigerantes,2,29.55
3332,2020-05-07 08:50:20,Robert Rose,Produto C,Pizzas,5,94.33
3333,2022-12-05 15:00:25,Angel Torres,Produto E,Lanches,1,64.02
3334,2020-06-12 12:27:48,Samuel Petty,Produto E,Refrigerantes,4,77.94
3335,2023-04-23 10:32:25,Cynthia Oconnell,Produto D,Marmitas,5,53.31
3336,2021-09-13 17:06:13,Alex Thompson,Produto D,Marmitas,4,59.93
3337,2021-05-19 16:44:57,Dustin Williams,Produto A,Lanches,1,65.01
3338,2020-09-26 21:11:55,Brittany Williams,Produto C,Lanches,2,16.42
3339,2023-12-21 05:38:26,Jason Black,Produto B,Pizzas,5,31.48
3340,2020-09-20 11:13:11,Samantha Olson,Produto C,Marmitas,5,99.64
3341,2021-09-14 09:47:32,Peter Walker,Produto E,Lanches,1,85.78
3342,2020-09-27 23:45:00,Jennifer Harvey,Produto F,Refrigerantes,5,97.93
3343,2023-10-22 23:15:29,Jennifer Taylor,Produto E,Pizzas,2,35.97
3344,2022-07-02 22:22:31,Shawn Joseph,Produto D,Pizzas,3,18.31
3345,2022-03-23 01:48:01,Danielle Thomas,Produto D,Lanches,4,66.68
3346,2021-10-03 07:56:25,Ashley Moore,Produto B,Refrigerantes,2,81.94
3347,2021-09-11 09:57:41,Allen Ryan,Produto B,Lanches,3,14.48
3348,2022-03-25 13:34:41,Charles Willis,Produto A,Lanches,2,95.87
3349,2022-05-02 22:45:46,Lisa Clark,Produto E,Lanches,2,47.17
3350,2022-11-24 07:32:11,Joshua Brown,Produto F,Lanches,2,21.45
3351,2020-08-05 02:34:03,Samuel Ponce,,Marmitas,2,79.15
3352,2023-08-11 09:38:07,Hailey Arellano,,Lanches,5,42.0
3353,2020-04-17 08:43:02,James Silva,Produto A,Refrigerantes,2,71.78
3354,2023-06-17 09:09:06,Gregory Collins,Produto B,Lanches,5,34.07
3355,2023-09-30 06:00:52,David Morgan,Produto C,Pizzas,3,41.57
3356,2023-05-07 02:38:43,Kevin Davis,,Lanches,3,45.46
3357,2020-08-28 12:30:16,Rachel Taylor MD,Produto A,Lanches,2,12.56
3358,2022-01-06 10:15:51,Todd Jackson,Produto B,Refrigerantes,2,16.28
3359,2020-06-02 02:23:22,Allison Richardson,Produto C,Refrigerantes,1,13.45
3360,2023-05-24 03:58:31,Calvin White,Produto D,Lanches,3,93.1
3361,2021-08-07 14:44:44,Jacqueline Best,,Refrigerantes,5,77.01
3362,2021-01-20 11:20:04,Victoria Phillips,Produto B,Marmitas,2,49.54
3363,2023-04-25 17:33:14,Jon Dalton,Produto C,Marmitas,1,90.82
3364,2022-11-26 17:16:56,Steven Tyler,Produto F,Refrigerantes,5,71.86
3365,2023-05-22 17:57:29,Michelle Willis,Produto E,Refrigerantes,3,12.59
3366,2020-02-24 13:02:35,Lisa Downs MD,Produto F,Refrigerantes,1,89.14
3367,2022-12-26 17:49:07,Joseph Torres,Produto F,Lanches,4,83.13
3368,2022-06-24 00:08:11,Jeremy Fernandez,,Marmitas,4,19.19
3369,2022-10-12 15:54:35,Jermaine Nicholson,Produto D,Marmitas,2,21.49
3370,2020-11-29 19:11:20,Kevin Chan,Produto B,Refrigerantes,4,54.86
3371,2021-12-13 18:07:48,Steven Mcmillan,Produto C,Marmitas,5,55.79
3372,2023-11-18 02:45:23,Kimberly Gonzales,Produto D,Refrigerantes,4,69.03
3373,2022-01-28 21:44:51,Nicole Powers,,Pizzas,5,33.61
3374,2024-01-05 09:41:51,Brenda Rogers,Produto C,Lanches,1,30.34
3375,2021-11-07 12:54:57,James Love,Produto F,Refrigerantes,3,76.68
3376,2021-09-01 12:40:00,Erin Cox,Produto D,Lanches,2,37.7
3377,2021-03-17 16:34:57,Kim Gould DDS,Produto C,Pizzas,2,69.28
3378,2021-07-10 22:01:04,Leslie Sanchez,Produto D,Marmitas,2,43.67
3379,2022-04-24 11:30:55,Eric Estrada,,Refrigerantes,2,69.51
3380,2023-06-12 05:44:41,Heather Miller,Produto F,Pizzas,1,36.25
